dataset,external_gene_name,xci.class,celltype.organ.sample,measure,ratio.xi.expression,allele.count
SanRoman_persample,IRAK1,nonPAR_inactive,7441C_XXYadj,adjusted,0.059240882,adj
SanRoman_persample,TMEM187,nonPAR_inactive,7441C_XXYadj,adjusted,0,adj
SanRoman_persample,NAA10,nonPAR_variable,7441C_XXYadj,adjusted,0.19661207,adj
SanRoman_persample,GABRE,nonPAR_variable,7441C_XXYadj,adjusted,0,adj
SanRoman_persample,MTMR1,nonPAR_inactive,7441C_XXYadj,adjusted,0.079830888,adj
SanRoman_persample,LDOC1,NA,7441C_XXYadj,adjusted,0,adj
SanRoman_persample,ZNF75D,nonPAR_inactive,7441C_XXYadj,adjusted,0,adj
SanRoman_persample,MBNL3,nonPAR_inactive,7441C_XXYadj,adjusted,0.63099631,adj
SanRoman_persample,ZNF280C,nonPAR_variable,7441C_XXYadj,adjusted,0.591836735,adj
SanRoman_persample,IL13RA1,nonPAR_inactive,7441C_XXYadj,adjusted,0.058870606,adj
SanRoman_persample,RBM41,nonPAR_inactive,7441C_XXYadj,adjusted,1,adj
SanRoman_persample,BEX4,nonPAR_inactive,7441C_XXYadj,adjusted,0,adj
SanRoman_persample,TSPAN6,nonPAR_variable,7441C_XXYadj,adjusted,0,adj
SanRoman_persample,APOOL,nonPAR_inactive,7441C_XXYadj,adjusted,0.001357729,adj
SanRoman_persample,SH3BGRL,nonPAR_variable,7441C_XXYadj,adjusted,0.258893281,adj
SanRoman_persample,BRWD3,nonPAR_inactive,7441C_XXYadj,adjusted,0,adj
SanRoman_persample,PGK1,nonPAR_inactive,7441C_XXYadj,adjusted,0,adj
SanRoman_persample,ATRX,nonPAR_inactive,7441C_XXYadj,adjusted,0.21875,adj
SanRoman_persample,HDAC8,nonPAR_inactive,7441C_XXYadj,adjusted,0.322033898,adj
SanRoman_persample,KIF4A,nonPAR_inactive,7441C_XXYadj,adjusted,0,adj
SanRoman_persample,YIPF6,nonPAR_inactive,7441C_XXYadj,adjusted,0.266177452,adj
SanRoman_persample,CCDC22,nonPAR_inactive,7441C_XXYadj,adjusted,0,adj
SanRoman_persample,GRIPAP1,nonPAR_inactive,7441C_XXYadj,adjusted,0,adj
SanRoman_persample,TIMM17B,nonPAR_inactive,7441C_XXYadj,adjusted,0.047300685,adj
SanRoman_persample,ZNF182,nonPAR_inactive,7441C_XXYadj,adjusted,0.350649351,adj
SanRoman_persample,ARAF,nonPAR_inactive,7441C_XXYadj,adjusted,0,adj
SanRoman_persample,DYNLT3,NA,7441C_XXYadj,adjusted,0.378881988,adj
SanRoman_persample,SAT1,NA,7441C_XXYadj,adjusted,0,adj
SanRoman_persample,EIF1AX,nonPAR_escape,7441C_XXYadj,adjusted,0,adj
SanRoman_persample,GRPR,nonPAR_variable,7441C_XXYadj,adjusted,0,adj
SanRoman_persample,TCEANC,nonPAR_escape,7441C_XXYadj,adjusted,0.130792302,adj
SanRoman_persample,WWC3,nonPAR_inactive,7441C_XXYadj,adjusted,0.130434783,adj
SanRoman_persample,TBL1X,nonPAR_variable,7441C_XXYadj,adjusted,0.254200152,adj
SanRoman_persample,PNPLA4,nonPAR_escape,7441C_XXYadj,adjusted,0.045226131,adj
SanRoman_persample,XG,nonPAR_escape,7441C_XXYadj,adjusted,0.261089328,adj
SanRoman_persample,ZNF674,nonPAR_inactive,7441C_XXYadj,adjusted,0,adj
SanRoman_persample,PDK3,nonPAR_inactive,7441C_XXYadj,adjusted,0.21875,adj
SanRoman_persample,CHM,nonPAR_inactive,7441C_XXYadj,adjusted,0.210050443,adj
SanRoman_persample,NHSL2,nonPAR_variable,7441C_XXYadj,adjusted,0.290780142,adj
SanRoman_persample,DNASE1L1,nonPAR_inactive,7454C_XXYadj,adjusted,0.362985512,adj
SanRoman_persample,TRO,NA,7454C_XXYadj,adjusted,0.166666667,adj
SanRoman_persample,DLG3,nonPAR_inactive,7454C_XXYadj,adjusted,1,adj
SanRoman_persample,ARSD,nonPAR_escape,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,MXRA5,nonPAR_escape,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,NXT2,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,BCORL1,nonPAR_inactive,7454C_XXYadj,adjusted,0.056603774,adj
SanRoman_persample,KCND1,NA,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,HUWE1,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,TIMP1,nonPAR_variable,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,SCML2,nonPAR_inactive,7454C_XXYadj,adjusted,0.290780142,adj
SanRoman_persample,EIF2S3,nonPAR_escape,7454C_XXYadj,adjusted,0.006921457,adj
SanRoman_persample,WDR44,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,MID2,nonPAR_variable,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,PRKX,nonPAR_escape,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,MAMLD1,nonPAR_inactive,7454C_XXYadj,adjusted,1,adj
SanRoman_persample,CHST7,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,SNX12,nonPAR_inactive,7454C_XXYadj,adjusted,0.032770319,adj
SanRoman_persample,VBP1,NA,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,TMEM164,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,PLS3,nonPAR_variable,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,HDX,nonPAR_inactive,7454C_XXYadj,adjusted,1,adj
SanRoman_persample,FAM199X,NA,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,ZFX,nonPAR_escape,7454C_XXYadj,adjusted,0.668019181,adj
SanRoman_persample,ELF4,nonPAR_inactive,7454C_XXYadj,adjusted,0.39148073,adj
SanRoman_persample,ZNF41,nonPAR_inactive,7454C_XXYadj,adjusted,0.555555556,adj
SanRoman_persample,TFE3,nonPAR_inactive,7454C_XXYadj,adjusted,0.321406539,adj
SanRoman_persample,MAP7D3,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,ZNF185,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,CA5B,NA,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,SSR4,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,USP9X,nonPAR_escape,7454C_XXYadj,adjusted,0.163797344,adj
SanRoman_persample,DIAPH2,nonPAR_inactive,7454C_XXYadj,adjusted,1,adj
SanRoman_persample,MAGED1,nonPAR_inactive,7454C_XXYadj,adjusted,0.236020071,adj
SanRoman_persample,ZBTB33,nonPAR_inactive,7454C_XXYadj,adjusted,0.04235588,adj
SanRoman_persample,FAM120C,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,SLC9A7,nonPAR_inactive,7454C_XXYadj,adjusted,0.065256782,adj
SanRoman_persample,SMIM10,nonPAR_inactive,7454C_XXYadj,adjusted,0.056603774,adj
SanRoman_persample,VMA21,nonPAR_inactive,7454C_XXYadj,adjusted,0.867899604,adj
SanRoman_persample,TREX2,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,GPRASP2,NA,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,TCEAL7,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,GPR173,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,RLIM,nonPAR_inactive,7454C_XXYadj,adjusted,0.031755782,adj
SanRoman_persample,PIGA,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,MED12,nonPAR_inactive,7454C_XXYadj,adjusted,0.017681729,adj
SanRoman_persample,RGN,nonPAR_inactive,7454C_XXYadj,adjusted,0.313501144,adj
SanRoman_persample,ACOT9,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,RPGR,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,IDS,nonPAR_inactive,7454C_XXYadj,adjusted,0.031737493,adj
SanRoman_persample,RPL10,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,CD99L2,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,STK26,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,XIAP,nonPAR_inactive,7454C_XXYadj,adjusted,0.078187029,adj
SanRoman_persample,OCRL,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,CTPS2,nonPAR_variable,7454C_XXYadj,adjusted,0.290780142,adj
SanRoman_persample,FLNA,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,BHLHB9,NA,7454C_XXYadj,adjusted,0.212598425,adj
SanRoman_persample,PJA1,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,MBTPS2,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,RAB39B,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,PLXNA3,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,ATP6AP1,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,GABRE,nonPAR_variable,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,MTMR1,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,LDOC1,NA,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,SLC9A6,NA,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,ZNF75D,nonPAR_inactive,7454C_XXYadj,adjusted,0.15662299,adj
SanRoman_persample,MOSPD1,nonPAR_inactive,7454C_XXYadj,adjusted,0.318517464,adj
SanRoman_persample,TCEAL4,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,TRMT2B,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,NAP1L3,nonPAR_escape,7454C_XXYadj,adjusted,0.240506329,adj
SanRoman_persample,APOOL,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,ATRX,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,UPRT,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,GRIPAP1,nonPAR_inactive,7454C_XXYadj,adjusted,0.453551913,adj
SanRoman_persample,TIMM17B,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,ARAF,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,KDM6A,nonPAR_escape,7454C_XXYadj,adjusted,0.652777778,adj
SanRoman_persample,SRPX,nonPAR_variable,7454C_XXYadj,adjusted,0.641897941,adj
SanRoman_persample,APOO,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,SAT1,NA,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,PIR,nonPAR_variable,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,TCEANC,nonPAR_escape,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,PRPS2,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,TBL1X,nonPAR_variable,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,DDX3X,nonPAR_escape,7454C_XXYadj,adjusted,0.861495845,adj
SanRoman_persample,GDI1,NA,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,FAM104B,nonPAR_inactive,7454C_XXYadj,adjusted,0.35483871,adj
SanRoman_persample,PDK3,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,SLC16A2,nonPAR_inactive,7454C_XXYadj,adjusted,0,adj
SanRoman_persample,DNASE1L1,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,DLG3,nonPAR_inactive,7455C_XXYadj,adjusted,0.166666667,adj
SanRoman_persample,LAMP2,nonPAR_inactive,7455C_XXYadj,adjusted,0.12010488,adj
SanRoman_persample,EFNB1,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,MXRA5,nonPAR_escape,7455C_XXYadj,adjusted,0.272008408,adj
SanRoman_persample,NXT2,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,WDR13,nonPAR_inactive,7455C_XXYadj,adjusted,0.375,adj
SanRoman_persample,ABCD1,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,HUWE1,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,SLC35A2,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,EIF2S3,nonPAR_escape,7455C_XXYadj,adjusted,0.387383013,adj
SanRoman_persample,SYTL4,nonPAR_escape,7455C_XXYadj,adjusted,0.117647059,adj
SanRoman_persample,TMEM47,nonPAR_unknown,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,CHST7,nonPAR_inactive,7455C_XXYadj,adjusted,1,adj
SanRoman_persample,SNX12,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,DOCK11,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,TMEM164,nonPAR_inactive,7455C_XXYadj,adjusted,0.259259259,adj
SanRoman_persample,PLS3,nonPAR_variable,7455C_XXYadj,adjusted,0.246231156,adj
SanRoman_persample,FAM199X,NA,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,ZFX,nonPAR_escape,7455C_XXYadj,adjusted,0.245579786,adj
SanRoman_persample,ZRSR2,nonPAR_escape,7455C_XXYadj,adjusted,0.0625,adj
SanRoman_persample,ZNF41,nonPAR_inactive,7455C_XXYadj,adjusted,0.722222222,adj
SanRoman_persample,TFE3,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,RPS4X,nonPAR_escape,7455C_XXYadj,adjusted,0.435684163,adj
SanRoman_persample,CA5B,NA,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,USP9X,nonPAR_escape,7455C_XXYadj,adjusted,5.00E-16,adj
SanRoman_persample,MED14,nonPAR_escape,7455C_XXYadj,adjusted,0.594594595,adj
SanRoman_persample,HMGB3,nonPAR_inactive,7455C_XXYadj,adjusted,0.833333333,adj
SanRoman_persample,MAGED1,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,ZBTB33,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,CXorf38,nonPAR_escape,7455C_XXYadj,adjusted,0.642857143,adj
SanRoman_persample,KLHL15,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,FAM120C,nonPAR_inactive,7455C_XXYadj,adjusted,5.00E-16,adj
SanRoman_persample,SLC9A7,nonPAR_inactive,7455C_XXYadj,adjusted,0.10356382,adj
SanRoman_persample,ARMCX2,nonPAR_inactive,7455C_XXYadj,adjusted,0.476439791,adj
SanRoman_persample,TREX2,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,TCEAL7,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,GPR173,nonPAR_inactive,7455C_XXYadj,adjusted,0.375,adj
SanRoman_persample,MED12,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,ERCC6L,NA,7455C_XXYadj,adjusted,5.00E-16,adj
SanRoman_persample,GNL3L,nonPAR_inactive,7455C_XXYadj,adjusted,1,adj
SanRoman_persample,MID1IP1,nonPAR_inactive,7455C_XXYadj,adjusted,0.051724138,adj
SanRoman_persample,IDS,nonPAR_inactive,7455C_XXYadj,adjusted,0.381941588,adj
SanRoman_persample,MAGEH1,NA,7455C_XXYadj,adjusted,0.586206897,adj
SanRoman_persample,CD99L2,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,RBM3,nonPAR_variable,7455C_XXYadj,adjusted,0.221935158,adj
SanRoman_persample,STK26,nonPAR_inactive,7455C_XXYadj,adjusted,0.6875,adj
SanRoman_persample,ARMCX4,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,XIAP,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,TRAPPC2,nonPAR_escape,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,MORF4L2,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,MBTPS2,nonPAR_inactive,7455C_XXYadj,adjusted,0.121659438,adj
SanRoman_persample,PLXNA3,nonPAR_inactive,7455C_XXYadj,adjusted,5.00E-16,adj
SanRoman_persample,ZNF275,nonPAR_inactive,7455C_XXYadj,adjusted,0.113312539,adj
SanRoman_persample,GABRE,nonPAR_variable,7455C_XXYadj,adjusted,0.135514019,adj
SanRoman_persample,MTMR1,nonPAR_inactive,7455C_XXYadj,adjusted,5.00E-16,adj
SanRoman_persample,LDOC1,NA,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,SLC9A6,NA,7455C_XXYadj,adjusted,0.583333333,adj
SanRoman_persample,ZNF75D,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,MOSPD1,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,GPC4,nonPAR_inactive,7455C_XXYadj,adjusted,0.194727514,adj
SanRoman_persample,XPNPEP2,nonPAR_inactive,7455C_XXYadj,adjusted,1,adj
SanRoman_persample,RBM41,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,TCEAL4,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,BEX4,nonPAR_inactive,7455C_XXYadj,adjusted,0.375,adj
SanRoman_persample,TRMT2B,nonPAR_inactive,7455C_XXYadj,adjusted,0.0625,adj
SanRoman_persample,TSPAN6,nonPAR_variable,7455C_XXYadj,adjusted,0.176136364,adj
SanRoman_persample,APOOL,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,ATRX,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,KIF4A,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,ZXDB,NA,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,PLP2,nonPAR_inactive,7455C_XXYadj,adjusted,0.0625,adj
SanRoman_persample,TBC1D25,nonPAR_inactive,7455C_XXYadj,adjusted,0.5,adj
SanRoman_persample,KDM6A,nonPAR_escape,7455C_XXYadj,adjusted,0.464285714,adj
SanRoman_persample,CASK,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,DYNLT3,NA,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,SAT1,NA,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,RPS6KA3,nonPAR_inactive,7455C_XXYadj,adjusted,0.050870411,adj
SanRoman_persample,EIF1AX,nonPAR_escape,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,TCEANC,nonPAR_escape,7455C_XXYadj,adjusted,0.035087719,adj
SanRoman_persample,PRPS2,nonPAR_inactive,7455C_XXYadj,adjusted,0.230769231,adj
SanRoman_persample,WWC3,nonPAR_inactive,7455C_XXYadj,adjusted,0.187116564,adj
SanRoman_persample,TBL1X,nonPAR_variable,7455C_XXYadj,adjusted,0.084349006,adj
SanRoman_persample,PNPLA4,nonPAR_escape,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,PUDP,nonPAR_escape,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,DDX3X,nonPAR_escape,7455C_XXYadj,adjusted,0.561170213,adj
SanRoman_persample,XIST,nonPAR_escape,7455C_XXYadj,adjusted,1,adj
SanRoman_persample,IQSEC2,nonPAR_escape,7455C_XXYadj,adjusted,0.75,adj
SanRoman_persample,PDK3,nonPAR_inactive,7455C_XXYadj,adjusted,0,adj
SanRoman_persample,GRIA3,nonPAR_variable,7455C_XXYadj,adjusted,0.519230769,adj
SanRoman_persample,NHSL2,nonPAR_variable,7455C_XXYadj,adjusted,0.272836139,adj
SanRoman_persample,GNL3L,nonPAR_inactive,7458D_XXYadj,adjusted,NA,adj
SanRoman_persample,APOOL,nonPAR_inactive,7458D_XXYadj,adjusted,NA,adj
SanRoman_persample,XG,nonPAR_escape,7458D_XXYadj,adjusted,NA,adj
SanRoman_persample,DLG3,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,LAMP2,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,EFNB1,nonPAR_inactive,7463C_XXYadj,adjusted,0.268292683,adj
SanRoman_persample,ARSD,nonPAR_escape,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,MXRA5,nonPAR_escape,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,STS,nonPAR_escape,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,ABCD1,nonPAR_inactive,7463C_XXYadj,adjusted,0.226342711,adj
SanRoman_persample,BCORL1,nonPAR_inactive,7463C_XXYadj,adjusted,0.285714286,adj
SanRoman_persample,FMR1,nonPAR_inactive,7463C_XXYadj,adjusted,0.838709677,adj
SanRoman_persample,HUWE1,nonPAR_inactive,7463C_XXYadj,adjusted,0.722222222,adj
SanRoman_persample,TIMP1,nonPAR_variable,7463C_XXYadj,adjusted,0.152298851,adj
SanRoman_persample,MAGED2,NA,7463C_XXYadj,adjusted,0.067587243,adj
SanRoman_persample,SLC6A8,nonPAR_unknown,7463C_XXYadj,adjusted,0.5,adj
SanRoman_persample,RPS6KA6,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,PRKX,nonPAR_escape,7463C_XXYadj,adjusted,5.00E-16,adj
SanRoman_persample,RRAGB,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,MAMLD1,nonPAR_inactive,7463C_XXYadj,adjusted,0.493628437,adj
SanRoman_persample,TMEM47,nonPAR_unknown,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,TAF1,nonPAR_inactive,7463C_XXYadj,adjusted,1,adj
SanRoman_persample,SNX12,nonPAR_inactive,7463C_XXYadj,adjusted,0.078947368,adj
SanRoman_persample,DOCK11,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,VBP1,NA,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,AIFM1,nonPAR_inactive,7463C_XXYadj,adjusted,0.011627907,adj
SanRoman_persample,HDX,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,FAM199X,NA,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,C1GALT1C1,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,AMOT,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,ZRSR2,nonPAR_escape,7463C_XXYadj,adjusted,0.722222222,adj
SanRoman_persample,RPS4X,nonPAR_escape,7463C_XXYadj,adjusted,0.805309735,adj
SanRoman_persample,MID1,nonPAR_inactive,7463C_XXYadj,adjusted,0.166666667,adj
SanRoman_persample,ZNF185,nonPAR_inactive,7463C_XXYadj,adjusted,0.090909091,adj
SanRoman_persample,SMC1A,nonPAR_escape,7463C_XXYadj,adjusted,0.230769231,adj
SanRoman_persample,USP9X,nonPAR_escape,7463C_XXYadj,adjusted,0.375,adj
SanRoman_persample,MAGED1,nonPAR_inactive,7463C_XXYadj,adjusted,0.217758985,adj
SanRoman_persample,ZBTB33,nonPAR_inactive,7463C_XXYadj,adjusted,0.244186047,adj
SanRoman_persample,ATP11C,nonPAR_inactive,7463C_XXYadj,adjusted,0.46969697,adj
SanRoman_persample,SLC9A7,nonPAR_inactive,7463C_XXYadj,adjusted,0.168175288,adj
SanRoman_persample,ARMCX2,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,VMA21,nonPAR_inactive,7463C_XXYadj,adjusted,0.152644231,adj
SanRoman_persample,RBBP7,nonPAR_variable,7463C_XXYadj,adjusted,0.285217149,adj
SanRoman_persample,TREX2,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,BGN,nonPAR_inactive,7463C_XXYadj,adjusted,0.031663677,adj
SanRoman_persample,PHF6,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,RLIM,nonPAR_inactive,7463C_XXYadj,adjusted,0.772282076,adj
SanRoman_persample,GEMIN8,nonPAR_escape,7463C_XXYadj,adjusted,0.117647059,adj
SanRoman_persample,MED12,nonPAR_inactive,7463C_XXYadj,adjusted,0.677419355,adj
SanRoman_persample,ACOT9,nonPAR_inactive,7463C_XXYadj,adjusted,0.114906832,adj
SanRoman_persample,GNL3L,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,MID1IP1,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,ZNF81,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,ZNF449,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,IDS,nonPAR_inactive,7463C_XXYadj,adjusted,0.068574272,adj
SanRoman_persample,ATP7A,nonPAR_variable,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,TAF9B,nonPAR_unknown,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,BCOR,nonPAR_inactive,7463C_XXYadj,adjusted,0.166666667,adj
SanRoman_persample,MAGEH1,NA,7463C_XXYadj,adjusted,0.386792453,adj
SanRoman_persample,RAP2C,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,UBE2A,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,CD99L2,nonPAR_inactive,7463C_XXYadj,adjusted,0.408094948,adj
SanRoman_persample,GYG2,nonPAR_escape,7463C_XXYadj,adjusted,0.094202899,adj
SanRoman_persample,XIAP,nonPAR_inactive,7463C_XXYadj,adjusted,0.030659233,adj
SanRoman_persample,PDHA1,nonPAR_inactive,7463C_XXYadj,adjusted,0.037383178,adj
SanRoman_persample,PJA1,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,MBTPS2,nonPAR_inactive,7463C_XXYadj,adjusted,0.263431542,adj
SanRoman_persample,RAB39B,nonPAR_inactive,7463C_XXYadj,adjusted,5.00E-16,adj
SanRoman_persample,PLXNA3,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,GABRE,nonPAR_variable,7463C_XXYadj,adjusted,0.5,adj
SanRoman_persample,FHL1,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,SLC9A6,NA,7463C_XXYadj,adjusted,5.00E-16,adj
SanRoman_persample,ZNF75D,nonPAR_inactive,7463C_XXYadj,adjusted,0.39688716,adj
SanRoman_persample,MOSPD1,nonPAR_inactive,7463C_XXYadj,adjusted,0.323607427,adj
SanRoman_persample,ZNF280C,nonPAR_variable,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,XPNPEP2,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,IL13RA1,nonPAR_inactive,7463C_XXYadj,adjusted,0.132002118,adj
SanRoman_persample,BEX4,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,TSPAN6,nonPAR_variable,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,APOOL,nonPAR_inactive,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,SH3BGRL,nonPAR_variable,7463C_XXYadj,adjusted,0,adj
SanRoman_persample,PGK1,nonPAR_inactive,7463C_XXYadj,adjusted,0.192868903,adj
SanRoman_persample,ATRX,nonPAR_inactive,7463C_XXYadj,adjusted,5.00E-16,adj
