ENSEMBL_gene_id,HUGO_gene_id,chr,MASH beta,MASH sd,MASH LFSR,tissue
ENSG00000149294.16,NCAM1,chr11,-0.497177438,0.078565931,7.43943E-11,ARTTBL
ENSG00000116194.12,ANGPTL1,chr1,0.143677427,0.024340852,8.75976E-11,ARTTBL
ENSG00000147113.16,DIPK2B,chrX,0.181082803,0.028366929,8.91646E-11,ARTTBL
ENSG00000154265.15,ABCA5,chr17,-0.128608335,0.022027563,1.00662E-10,ARTTBL
ENSG00000115361.7,ACADL,chr2,-0.169212417,0.026516332,1.02687E-10,ARTTBL
ENSG00000247516.6,MIR4458HG,chr5,-0.180296211,0.024239825,1.07631E-10,ARTTBL
ENSG00000170579.16,DLGAP1,chr18,0.345737365,0.058727933,1.08456E-10,ARTTBL
ENSG00000246859.2,STARD4-AS1,chr5,-0.208606455,0.034624055,2.05686E-10,ARTTBL
ENSG00000163521.15,GLB1L,chr2,-0.151623377,0.024885893,2.60568E-10,ARTTBL
ENSG00000077942.18,FBLN1,chr22,-0.164592028,0.028584108,2.75849E-10,ARTTBL
ENSG00000123572.16,NRK,chrX,0.189027206,0.033016639,3.17796E-10,ARTTBL
ENSG00000147044.20,CASK,chrX,0.061155572,0.011023714,3.73338E-10,ARTTBL
ENSG00000143125.5,PROK1,chr1,-1.006548615,0.159515396,3.75118E-10,ARTTBL
ENSG00000124343.12,XG,chrX,0.22708713,0.036627317,3.84707E-10,ARTTBL
ENSG00000237238.2,BMS1P10,chr9,0.624989894,0.100577544,4.00665E-10,ARTTBL
ENSG00000182912.6,TSPEAR-AS2,chr21,0.700500725,0.112133717,4.35164E-10,ARTTBL
ENSG00000091844.7,RGS17,chr6,-0.20491337,0.036622177,4.51475E-10,ARTTBL
ENSG00000124171.8,PARD6B,chr20,-0.275541568,0.049960951,4.53745E-10,ARTTBL
ENSG00000102468.10,HTR2A,chr13,0.249109191,0.044605028,4.79987E-10,ARTTBL
ENSG00000156966.6,B3GNT7,chr2,-0.311657398,0.032668095,4.97773E-10,ARTTBL
ENSG00000180190.11,TDRP,chr8,-0.198180477,0.032423928,5.93867E-10,ARTTBL
ENSG00000161647.18,MPP3,chr17,-0.125152415,0.022192665,6.29544E-10,ARTTBL
ENSG00000134363.11,FST,chr5,-0.305840516,0.054481403,6.5648E-10,ARTTBL
ENSG00000163749.17,CCDC158,chr4,-0.191755022,0.03317691,6.85183E-10,ARTTBL
ENSG00000113719.15,ERGIC1,chr5,0.064277648,0.011747715,7.19654E-10,ARTTBL
ENSG00000116039.11,ATP6V1B1,chr2,0.256359165,0.042745201,7.5896E-10,ARTTBL
ENSG00000152669.8,CCNO,chr5,0.238881059,0.040048134,8.9678E-10,ARTTBL
ENSG00000187715.13,KBTBD12,chr3,-0.227771302,0.038000919,1.11115E-09,ARTTBL
ENSG00000196839.12,ADA,chr20,-0.243949641,0.039421851,1.17962E-09,ARTTBL
ENSG00000243663.1,RPS4XP14,chr12,0.468729868,0.08234107,1.18489E-09,ARTTBL
ENSG00000112964.13,GHR,chr5,-0.130324605,0.02316152,1.28184E-09,ARTTBL
ENSG00000182230.11,FAM153B,chr5,-0.71978736,0.123391773,1.49526E-09,ARTTBL
ENSG00000169439.11,SDC2,chr8,0.07355719,0.013358844,1.73607E-09,ARTTBL
ENSG00000249721.1,,chr5,0.522860505,0.098239283,1.8068E-09,ARTTBL
ENSG00000144908.13,ALDH1L1,chr3,0.281347744,0.049695478,2.19205E-09,ARTTBL
ENSG00000198848.12,CES1,chr16,0.28344387,0.04844282,2.21758E-09,ARTTBL
ENSG00000079931.14,MOXD1,chr6,-0.389615347,0.06791354,2.67987E-09,ARTTBL
ENSG00000130005.12,GAMT,chr19,-0.127915503,0.022551787,3.15223E-09,ARTTBL
ENSG00000240371.1,RPS4XP13,chr11,0.439441368,0.071643878,3.24346E-09,ARTTBL
ENSG00000236882.7,LINC01554,chr5,-0.335040053,0.062591037,3.71944E-09,ARTTBL
ENSG00000124507.10,PACSIN1,chr6,0.430963427,0.071435004,3.81017E-09,ARTTBL
ENSG00000130024.14,PHF10,chr6,-0.053669747,0.009918705,4.44612E-09,ARTTBL
ENSG00000143776.18,CDC42BPA,chr1,-0.059311177,0.010597729,4.70257E-09,ARTTBL
ENSG00000185149.5,NPY2R,chr4,-0.78331218,0.136422072,5.31857E-09,ARTTBL
ENSG00000108018.15,SORCS1,chr10,-0.356090571,0.067547177,5.43737E-09,ARTTBL
ENSG00000197976.11,AKAP17A,chrX,-0.062554656,0.010280085,5.6087E-09,ARTTBL
ENSG00000164211.12,STARD4,chr5,-0.161725045,0.0287885,5.82865E-09,ARTTBL
ENSG00000185483.11,ROR1,chr1,0.106753318,0.020567669,6.14584E-09,ARTTBL
ENSG00000228709.1,LINC02575,chr21,0.713712109,0.100401331,6.64322E-09,ARTTBL
ENSG00000163362.10,INAVA,chr1,-0.506905661,0.081815918,6.68888E-09,ARTTBL
ENSG00000173221.13,GLRX,chr5,-0.196202161,0.035038633,6.92863E-09,ARTTBL
ENSG00000105290.11,APLP1,chr19,0.178601232,0.033220355,7.58018E-09,ARTTBL
ENSG00000165695.9,AK8,chr9,-0.18162071,0.03372916,8.01932E-09,ARTTBL
ENSG00000249790.2,,chr12,-0.4562122,0.083792483,9.21265E-09,ARTTBL
ENSG00000101400.5,SNTA1,chr20,0.065353447,0.012732908,9.52791E-09,ARTTBL
ENSG00000167711.13,SERPINF2,chr17,-0.233507146,0.043219983,9.59235E-09,ARTTBL
ENSG00000139329.4,LUM,chr12,-0.245634788,0.041305138,1.00655E-08,ARTTBL
ENSG00000112619.7,PRPH2,chr6,-0.25859252,0.047070118,1.05652E-08,ARTTBL
ENSG00000157510.13,AFAP1L1,chr5,-0.151257197,0.028899411,1.07107E-08,ARTTBL
ENSG00000196730.12,DAPK1,chr9,-0.138069337,0.025869951,1.0871E-08,ARTTBL
ENSG00000228340.5,MIR646HG,chr20,0.435591439,0.08180348,1.16526E-08,ARTTBL
ENSG00000170271.10,FAXDC2,chr5,-0.13539579,0.024526136,1.23743E-08,ARTTBL
ENSG00000050628.20,PTGER3,chr1,0.174634233,0.031664512,1.25521E-08,ARTTBL
ENSG00000229689.3,,chr2,-0.250062284,0.046278841,1.4138E-08,ARTTBL
ENSG00000161791.13,FMNL3,chr12,0.087262873,0.016562625,1.63948E-08,ARTTBL
ENSG00000105357.15,MYH14,chr19,0.400060827,0.072180011,1.64291E-08,ARTTBL
ENSG00000122420.9,PTGFR,chr1,-0.236872982,0.04383523,1.68325E-08,ARTTBL
ENSG00000124249.6,KCNK15,chr20,-0.218625412,0.042364698,1.70554E-08,ARTTBL
ENSG00000158104.11,HPD,chr12,0.192268277,0.036995452,1.83907E-08,ARTTBL
ENSG00000174808.11,BTC,chr4,0.122148234,0.023081819,1.84469E-08,ARTTBL
ENSG00000135454.13,B4GALNT1,chr12,0.145698741,0.026646839,2.0466E-08,ARTTBL
ENSG00000255642.1,PABPC1P4,chr12,-0.139968018,0.02579919,2.06805E-08,ARTTBL
ENSG00000145244.11,CORIN,chr4,-0.292965492,0.052978829,2.11046E-08,ARTTBL
ENSG00000119946.10,CNNM1,chr10,0.234688577,0.045717396,2.12146E-08,ARTTBL
ENSG00000037637.10,FBXO42,chr1,0.073141983,0.014655034,2.17313E-08,ARTTBL
ENSG00000156219.16,ART3,chr4,-0.497303366,0.09594686,2.20082E-08,ARTTBL
ENSG00000266050.2,,chr17,-0.415364516,0.071189391,2.38716E-08,ARTTBL
ENSG00000137869.14,CYP19A1,chr15,-0.462237441,0.088500149,2.47803E-08,ARTTBL
ENSG00000110900.14,TSPAN11,chr12,-0.245364535,0.048392745,2.66673E-08,ARTTBL
ENSG00000161955.16,TNFSF13,chr17,-0.094525633,0.017876655,2.7041E-08,ARTTBL
ENSG00000249242.7,TMEM150C,chr4,-0.179088543,0.034483259,2.74817E-08,ARTTBL
ENSG00000120675.5,DNAJC15,chr13,0.075003848,0.014691569,2.88026E-08,ARTTBL
ENSG00000075651.15,PLD1,chr3,-0.106466875,0.021599539,2.91736E-08,ARTTBL
ENSG00000163485.16,ADORA1,chr1,-0.407731063,0.08207607,2.98699E-08,ARTTBL
ENSG00000143127.12,ITGA10,chr1,0.143051191,0.027979169,3.11446E-08,ARTTBL
ENSG00000161896.11,IP6K3,chr6,-0.43938779,0.078640151,3.39136E-08,ARTTBL
ENSG00000177732.8,SOX12,chr20,-0.096277899,0.018834721,3.60584E-08,ARTTBL
ENSG00000138814.16,PPP3CA,chr4,-0.068519809,0.012819773,4.00017E-08,ARTTBL
ENSG00000159216.18,RUNX1,chr21,-0.146404831,0.028145759,4.02391E-08,ARTTBL
ENSG00000112812.15,PRSS16,chr6,0.507571386,0.093716359,4.0256E-08,ARTTBL
ENSG00000135447.16,PPP1R1A,chr12,0.181020108,0.0345377,4.02689E-08,ARTTBL
ENSG00000189077.10,TMEM120A,chr7,0.061482615,0.012350054,4.37415E-08,ARTTBL
ENSG00000115904.12,SOS1,chr2,-0.064202292,0.012888928,4.38716E-08,ARTTBL
ENSG00000129480.12,DTD2,chr14,0.084218242,0.015681913,4.40211E-08,ARTTBL
ENSG00000132623.15,ANKEF1,chr20,-0.304815943,0.059033891,4.48045E-08,ARTTBL
ENSG00000198963.10,RORB,chr9,-0.265305618,0.051961508,4.85209E-08,ARTTBL
ENSG00000154874.15,CCDC144B,chr17,-0.295748256,0.055346551,5.2078E-08,ARTTBL
ENSG00000125618.16,PAX8,chr2,-0.471262754,0.08980078,5.50044E-08,ARTTBL
ENSG00000230542.6,LINC00102,chrX,-0.593575203,0.112039175,5.52739E-08,ARTTBL
ENSG00000146021.14,KLHL3,chr5,-0.104571107,0.021238651,7.34722E-08,ARTTBL
ENSG00000157445.14,CACNA2D3,chr3,-0.233821914,0.044394218,7.57313E-08,ARTTBL
ENSG00000134853.11,PDGFRA,chr4,-0.125868048,0.025902877,8.09985E-08,ARTTBL
ENSG00000113810.15,SMC4,chr3,-0.096596461,0.01890458,8.11884E-08,ARTTBL
ENSG00000185753.12,CXorf38,chrX,0.074836612,0.014099382,8.2732E-08,ARTTBL
ENSG00000102225.15,CDK16,chrX,0.059907683,0.011252313,8.42284E-08,ARTTBL
ENSG00000178401.14,DNAJC22,chr12,0.392648052,0.081966483,9.09879E-08,ARTTBL
ENSG00000173210.19,ABLIM3,chr5,-0.121944642,0.023419523,9.10699E-08,ARTTBL
ENSG00000232057.1,,chr2,0.166123351,0.034426233,9.11468E-08,ARTTBL
ENSG00000168214.20,RBPJ,chr4,-0.050287826,0.010196867,9.37394E-08,ARTTBL
ENSG00000225399.4,,chr3,0.30011573,0.06029945,9.63164E-08,ARTTBL
ENSG00000124440.15,HIF3A,chr19,0.157992027,0.031398844,9.93859E-08,ARTTBL
ENSG00000067113.16,PLPP1,chr5,0.08242538,0.017495822,1.02198E-07,ARTTBL
ENSG00000161011.19,SQSTM1,chr5,-0.062531403,0.012932575,1.0576E-07,ARTTBL
ENSG00000150281.6,CTF1,chr16,-0.093918972,0.017910282,1.07333E-07,ARTTBL
ENSG00000146352.12,CLVS2,chr6,-0.646969268,0.13592777,1.11543E-07,ARTTBL
ENSG00000135406.13,PRPH,chr12,0.271190685,0.054854192,1.15501E-07,ARTTBL
ENSG00000141449.14,GREB1L,chr18,-0.20423195,0.038836977,1.17159E-07,ARTTBL
ENSG00000120837.7,NFYB,chr12,-0.069087276,0.013810813,1.22876E-07,ARTTBL
ENSG00000239830.1,RPS4XP22,chr19,0.442622129,0.090640968,1.23619E-07,ARTTBL
ENSG00000115112.7,TFCP2L1,chr2,-0.261515087,0.050864922,1.24024E-07,ARTTBL
ENSG00000091986.15,CCDC80,chr3,-0.147612195,0.029300015,1.25953E-07,ARTTBL
ENSG00000182050.13,MGAT4C,chr12,0.235259956,0.050198631,1.30968E-07,ARTTBL
ENSG00000244073.1,RPS4XP6,chr5,0.270851409,0.050958959,1.383E-07,ARTTBL
ENSG00000162415.6,ZSWIM5,chr1,-0.100870425,0.020785032,1.41705E-07,ARTTBL
ENSG00000088882.7,CPXM1,chr20,0.508638753,0.102541415,1.43468E-07,ARTTBL
ENSG00000170837.2,GPR27,chr3,0.341083332,0.06750951,1.50311E-07,ARTTBL
ENSG00000144331.18,ZNF385B,chr2,0.291695458,0.056667796,1.51024E-07,ARTTBL
ENSG00000075340.22,ADD2,chr2,0.253119483,0.049517286,1.51189E-07,ARTTBL
ENSG00000156675.15,RAB11FIP1,chr8,0.156938804,0.030571842,1.51384E-07,ARTTBL
ENSG00000102054.17,RBBP7,chrX,0.048934707,0.009540172,1.60269E-07,ARTTBL
ENSG00000140199.11,SLC12A6,chr15,-0.06991898,0.014506017,1.60492E-07,ARTTBL
ENSG00000157404.15,KIT,chr4,-0.248607615,0.045944689,1.61186E-07,ARTTBL
ENSG00000164484.11,TMEM200A,chr6,0.176115039,0.036820168,1.63633E-07,ARTTBL
ENSG00000169891.17,REPS2,chrX,-0.120460157,0.024984262,1.71853E-07,ARTTBL
ENSG00000107165.12,TYRP1,chr9,-0.345363241,0.06823372,1.77507E-07,ARTTBL
ENSG00000049192.14,ADAMTS6,chr5,0.18587132,0.0371972,1.81394E-07,ARTTBL
ENSG00000135378.3,PRRG4,chr11,-0.222475928,0.045212101,1.92561E-07,ARTTBL
ENSG00000198417.6,MT1F,chr16,0.270011865,0.054160569,1.94079E-07,ARTTBL
ENSG00000212766.9,EWSAT1,chr15,-0.488642198,0.098998532,1.94443E-07,ARTTBL
ENSG00000158560.14,DYNC1I1,chr7,-0.124985886,0.024534451,2.04024E-07,ARTTBL
ENSG00000182208.13,MOB2,chr11,0.087979404,0.018300212,2.05415E-07,ARTTBL
ENSG00000214203.4,RPS4XP1,chr12,0.371127492,0.077655121,2.22379E-07,ARTTBL
ENSG00000247416.2,,chr11,-0.601900888,0.117434231,2.22979E-07,ARTTBL
ENSG00000183765.20,CHEK2,chr22,-0.126306295,0.028009845,2.26385E-07,ARTTBL
ENSG00000116678.19,LEPR,chr1,-0.211390769,0.041732407,2.34532E-07,ARTTBL
ENSG00000087086.14,FTL,chr19,-0.088606043,0.018227349,2.48024E-07,ARTTBL
ENSG00000163071.10,SPATA18,chr4,-0.147065613,0.029652822,2.49742E-07,ARTTBL
ENSG00000133216.16,EPHB2,chr1,0.182305521,0.038150648,2.56447E-07,ARTTBL
ENSG00000186281.12,GPAT2,chr2,-0.294517443,0.059062574,2.86309E-07,ARTTBL
ENSG00000136010.13,ALDH1L2,chr12,-0.109058157,0.022471979,2.95872E-07,ARTTBL
ENSG00000110786.17,PTPN5,chr11,-0.376044586,0.077001441,3.07073E-07,ARTTBL
ENSG00000158747.13,NBL1,chr1,-0.09431794,0.019875722,3.0767E-07,ARTTBL
ENSG00000173402.11,DAG1,chr3,0.06364408,0.013956611,3.18311E-07,ARTTBL
ENSG00000277734.7,TRAC,chr14,-0.227355292,0.047964053,3.22564E-07,ARTTBL
ENSG00000234745.10,HLA-B,chr6,0.101187718,0.022440567,3.30025E-07,ARTTBL
ENSG00000215548.2,FRG1JP,chr9,-0.559645673,0.109304984,3.31011E-07,ARTTBL
ENSG00000225972.1,MTND1P23,chr1,0.951496366,0.195575893,3.33806E-07,ARTTBL
ENSG00000169031.18,COL4A3,chr2,-0.294815819,0.060345194,3.50412E-07,ARTTBL
ENSG00000135519.6,KCNH3,chr12,0.267110788,0.054959805,3.53332E-07,ARTTBL
ENSG00000214338.10,SOGA3,chr6,0.156659281,0.033151773,3.55162E-07,ARTTBL
ENSG00000144199.11,FAHD2B,chr2,0.066701427,0.01410028,3.56239E-07,ARTTBL
ENSG00000275340.1,FGD5P1,chr3,-0.400198325,0.079198788,3.63652E-07,ARTTBL
ENSG00000173698.17,ADGRG2,chrX,0.301969491,0.059985234,3.64937E-07,ARTTBL
ENSG00000151388.10,ADAMTS12,chr5,0.147712718,0.030440287,3.75831E-07,ARTTBL
ENSG00000272021.1,,chr5,-0.359844755,0.080296183,3.84385E-07,ARTTBL
ENSG00000105609.16,LILRB5,chr19,-0.230367168,0.050818237,3.87675E-07,ARTTBL
ENSG00000204314.10,PRRT1,chr6,-0.10144569,0.021910207,4.13725E-07,ARTTBL
ENSG00000073150.13,PANX2,chr22,0.30504956,0.068220092,4.14614E-07,ARTTBL
ENSG00000240694.8,PNMA2,chr8,-0.158450532,0.032333203,4.39914E-07,ARTTBL
ENSG00000197457.9,STMN3,chr20,0.118773448,0.025437811,4.51592E-07,ARTTBL
ENSG00000164292.12,RHOBTB3,chr5,-0.093778062,0.020044064,4.65742E-07,ARTTBL
ENSG00000155966.13,AFF2,chrX,-0.306826012,0.063302397,4.68496E-07,ARTTBL
ENSG00000283886.1,,chr9,0.32438684,0.066797181,4.68824E-07,ARTTBL
ENSG00000173421.16,CCDC36,chr3,0.232497967,0.047967931,4.89792E-07,ARTTBL
ENSG00000144681.10,STAC,chr3,0.178587407,0.036683239,5.2593E-07,ARTTBL
ENSG00000198131.13,ZNF544,chr19,0.073548383,0.015257105,5.61317E-07,ARTTBL
ENSG00000163331.11,DAPL1,chr2,-0.576051249,0.122379393,5.91127E-07,ARTTBL
ENSG00000134243.11,SORT1,chr1,0.072217465,0.015934387,5.97218E-07,ARTTBL
ENSG00000155868.7,MED7,chr5,-0.053190518,0.011304349,5.98378E-07,ARTTBL
ENSG00000106638.15,TBL2,chr7,0.061661083,0.01305909,6.42108E-07,ARTTBL
ENSG00000186487.17,MYT1L,chr2,0.341450751,0.074774276,6.50553E-07,ARTTBL
ENSG00000162545.5,CAMK2N1,chr1,-0.135569197,0.028877011,6.59419E-07,ARTTBL
ENSG00000140287.10,HDC,chr15,-0.382235621,0.078579055,6.60596E-07,ARTTBL
ENSG00000168490.13,PHYHIP,chr8,0.204626492,0.044154779,6.8602E-07,ARTTBL
ENSG00000106236.3,NPTX2,chr7,0.292962787,0.06219747,7.02361E-07,ARTTBL
ENSG00000272913.1,,chr2,-0.198505939,0.040465554,7.22759E-07,ARTTBL
ENSG00000136770.10,DNAJC1,chr10,0.062597015,0.012824395,7.48992E-07,ARTTBL
ENSG00000157985.18,AGAP1,chr2,-0.072048729,0.015185429,7.67414E-07,ARTTBL
ENSG00000173809.17,TDRD12,chr19,0.745204914,0.111267221,7.77154E-07,ARTTBL
ENSG00000065609.14,SNAP91,chr6,0.217426073,0.050387796,8.01548E-07,ARTTBL
ENSG00000115107.19,STEAP3,chr2,0.164572113,0.033395234,8.12453E-07,ARTTBL
ENSG00000167291.15,TBC1D16,chr17,-0.066566221,0.014743454,8.52769E-07,ARTTBL
ENSG00000069431.11,ABCC9,chr12,0.118108733,0.025034205,8.7747E-07,ARTTBL
ENSG00000137225.12,CAPN11,chr6,-0.222596764,0.050764376,8.92742E-07,ARTTBL
ENSG00000183801.7,OLFML1,chr11,0.094217264,0.0215319,9.09275E-07,ARTTBL
ENSG00000250538.5,,chr4,-0.75825429,0.149227963,9.26303E-07,ARTTBL
ENSG00000134602.15,STK26,chrX,0.075309,0.016575102,9.28068E-07,ARTTBL
ENSG00000171824.13,EXOSC10,chr1,-0.052034705,0.00743248,9.5433E-07,ARTTBL
ENSG00000198736.11,MSRB1,chr16,0.07796605,0.01734416,9.5923E-07,ARTTBL
ENSG00000176788.8,BASP1,chr5,0.133276507,0.030814758,9.83753E-07,ARTTBL
ENSG00000280870.2,,chrX,0.317424127,0.072458309,9.85373E-07,ARTTBL
ENSG00000213949.8,ITGA1,chr5,0.064189587,0.014502008,9.91525E-07,ARTTBL
ENSG00000153993.13,SEMA3D,chr7,0.189274143,0.03927593,9.92632E-07,ARTTBL
ENSG00000149054.15,ZNF215,chr11,-0.182675803,0.041273911,9.93938E-07,ARTTBL
ENSG00000105472.12,CLEC11A,chr19,0.13112043,0.030084114,1.00131E-06,ARTTBL
ENSG00000225194.2,LINC00092,chr9,0.192471586,0.041035051,1.01914E-06,ARTTBL
ENSG00000106089.11,STX1A,chr7,0.147973634,0.032156044,1.04532E-06,ARTTBL
ENSG00000166681.13,BEX3,chrX,-0.072198454,0.015036724,1.15459E-06,ARTTBL
ENSG00000104415.13,WISP1,chr8,0.177008354,0.038866696,1.17144E-06,ARTTBL
ENSG00000105146.12,AURKC,chr19,-0.152225222,0.031920915,1.2464E-06,ARTTBL
ENSG00000112796.9,ENPP5,chr6,-0.225265488,0.039114738,1.26673E-06,ARTTBL
ENSG00000171621.13,SPSB1,chr1,0.11390774,0.025554236,1.27643E-06,ARTTBL
ENSG00000184908.17,CLCNKB,chr1,0.248056429,0.054538313,1.30341E-06,ARTTBL
ENSG00000206384.10,COL6A6,chr3,0.386500335,0.086019097,1.34228E-06,ARTTBL
ENSG00000115561.15,CHMP3,chr2,-0.039787152,0.008798354,1.39162E-06,ARTTBL
ENSG00000064300.8,NGFR,chr17,-0.215457319,0.048520004,1.48819E-06,ARTTBL
ENSG00000162817.6,C1orf115,chr1,-0.104718537,0.022922665,1.49318E-06,ARTTBL
ENSG00000141258.12,SGSM2,chr17,-0.045775919,0.01043501,1.49999E-06,ARTTBL
ENSG00000250421.5,,chr5,0.453122167,0.10427244,1.54122E-06,ARTTBL
ENSG00000124429.17,POF1B,chrX,0.001173964,0.000535406,1.55329E-06,ARTTBL
ENSG00000105894.11,PTN,chr7,0.226790479,0.050962511,1.59902E-06,ARTTBL
ENSG00000180182.10,MED14,chrX,0.055302668,0.011763974,1.61723E-06,ARTTBL
ENSG00000214866.8,DCDC2C,chr2,-0.321516553,0.069682985,1.63447E-06,ARTTBL
ENSG00000185960.13,SHOX,chrX,-0.589517423,0.128074932,1.64134E-06,ARTTBL
ENSG00000074370.17,ATP2A3,chr17,0.136164746,0.029792572,1.65559E-06,ARTTBL
ENSG00000138028.15,CGREF1,chr2,0.194817015,0.045732321,1.66919E-06,ARTTBL
ENSG00000005022.5,SLC25A5,chrX,0.044695919,0.00996893,1.67355E-06,ARTTBL
ENSG00000250986.1,LINC02600,chr4,-0.21604742,0.038809793,1.68785E-06,ARTTBL
ENSG00000185304.14,RGPD2,chr2,0.546340567,0.105815386,1.70727E-06,ARTTBL
ENSG00000157870.14,PRXL2B,chr1,-0.099083777,0.02130598,1.70809E-06,ARTTBL
ENSG00000112186.11,CAP2,chr6,0.07806386,0.017829966,1.7397E-06,ARTTBL
ENSG00000130037.4,KCNA5,chr12,0.149690127,0.032934908,1.74027E-06,ARTTBL
ENSG00000153930.11,ANKFN1,chr17,-0.330091049,0.077030008,1.7665E-06,ARTTBL
ENSG00000149269.9,PAK1,chr11,0.070782528,0.015635337,1.76696E-06,ARTTBL
ENSG00000250669.1,,chr5,0.423913607,0.098275276,1.78189E-06,ARTTBL
ENSG00000162998.4,FRZB,chr2,0.181303801,0.03920434,1.80729E-06,ARTTBL
ENSG00000173320.11,STOX2,chr4,-0.217169,0.05090553,1.87531E-06,ARTTBL
ENSG00000165185.14,KIAA1958,chr9,0.082641243,0.019281063,1.94901E-06,ARTTBL
ENSG00000164136.16,IL15,chr4,0.105172385,0.023943051,2.00747E-06,ARTTBL
ENSG00000177854.7,TMEM187,chrX,0.103204089,0.022659594,2.19783E-06,ARTTBL
ENSG00000130707.17,ASS1,chr9,0.105887211,0.023997768,2.21054E-06,ARTTBL
ENSG00000244038.9,DDOST,chr1,0.038941222,0.009108357,2.32123E-06,ARTTBL
ENSG00000236333.3,TRHDE-AS1,chr12,-0.293543229,0.066368871,2.34941E-06,ARTTBL
ENSG00000197816.13,CCDC180,chr9,-0.078414628,0.017165076,2.51846E-06,ARTTBL
ENSG00000171596.6,NMUR1,chr2,0.210308851,0.048307982,2.61072E-06,ARTTBL
ENSG00000069188.16,SDK2,chr17,0.332280216,0.075252011,2.76602E-06,ARTTBL
ENSG00000144369.12,FAM171B,chr2,0.087236504,0.020407776,2.76682E-06,ARTTBL
ENSG00000003436.15,TFPI,chr2,0.077898207,0.018327466,2.79972E-06,ARTTBL
ENSG00000106615.9,RHEB,chr7,0.044406454,0.009871771,2.90742E-06,ARTTBL
ENSG00000138640.14,FAM13A,chr4,0.106256715,0.023903842,2.93053E-06,ARTTBL
ENSG00000186472.19,PCLO,chr7,0.244511752,0.056133955,3.02988E-06,ARTTBL
ENSG00000157216.15,SSBP3,chr1,0.086361869,0.019663578,3.08027E-06,ARTTBL
ENSG00000047578.12,KIAA0556,chr16,-0.061508024,0.012493701,3.13611E-06,ARTTBL
ENSG00000171791.12,BCL2,chr18,0.081922238,0.018572699,3.19496E-06,ARTTBL
ENSG00000055732.12,MCOLN3,chr1,0.245105241,0.055599965,3.23127E-06,ARTTBL
ENSG00000198719.8,DLL1,chr6,-0.19258358,0.045654478,3.2579E-06,ARTTBL
ENSG00000129244.8,ATP1B2,chr17,0.190065095,0.042871216,3.26887E-06,ARTTBL
ENSG00000248144.5,ADH1C,chr4,-0.256293822,0.057103569,3.31306E-06,ARTTBL
ENSG00000136048.13,DRAM1,chr12,-0.082557174,0.018880171,3.40822E-06,ARTTBL
ENSG00000001561.6,ENPP4,chr6,-0.100145978,0.022568036,3.42737E-06,ARTTBL
ENSG00000172456.17,FGGY,chr1,0.095369979,0.02206509,3.50121E-06,ARTTBL
ENSG00000258137.5,,chr12,0.188215671,0.045593489,3.51508E-06,ARTTBL
ENSG00000108960.7,MMD,chr17,0.092973365,0.021174728,3.5739E-06,ARTTBL
ENSG00000172458.4,IL17D,chr13,-0.105108932,0.023445494,3.58114E-06,ARTTBL
ENSG00000183576.12,SETD3,chr14,0.03991816,0.008921928,3.62751E-06,ARTTBL
ENSG00000152377.13,SPOCK1,chr5,-0.133973203,0.029848219,3.80953E-06,ARTTBL
ENSG00000241837.6,ATP5PO,chr21,0.035697056,0.008420712,3.92329E-06,ARTTBL
ENSG00000107341.4,UBE2R2,chr9,-0.036843346,0.008638408,3.98105E-06,ARTTBL
ENSG00000050555.17,LAMC3,chr9,0.331474976,0.077456993,4.06198E-06,ARTTBL
ENSG00000121361.3,KCNJ8,chr12,0.106465216,0.023787098,4.08424E-06,ARTTBL
ENSG00000267296.2,CEBPA-DT,chr19,-0.221075684,0.052027921,4.09284E-06,ARTTBL
ENSG00000109906.13,ZBTB16,chr11,0.120717085,0.028896393,4.11621E-06,ARTTBL
ENSG00000239521.7,CASTOR3,chr7,-0.117891429,0.027445863,4.12471E-06,ARTTBL
ENSG00000189157.13,FAM47E,chr4,-0.146963564,0.035929192,4.19536E-06,ARTTBL
ENSG00000144677.14,CTDSPL,chr3,0.061761172,0.01414461,4.31953E-06,ARTTBL
ENSG00000163412.12,EIF4E3,chr3,0.06557831,0.014867779,4.36769E-06,ARTTBL
ENSG00000130234.10,ACE2,chrX,-0.466418147,0.103802772,4.37247E-06,ARTTBL
ENSG00000125812.15,GZF1,chr20,-0.109877205,0.027979554,4.41024E-06,ARTTBL
ENSG00000181788.3,SIAH2,chr3,-0.082152149,0.019294127,4.57525E-06,ARTTBL
ENSG00000111052.7,LIN7A,chr12,0.131630507,0.031141556,4.59517E-06,ARTTBL
ENSG00000039523.19,RIPOR1,chr16,-0.035602966,0.008491732,4.67628E-06,ARTTBL
ENSG00000171840.11,NINJ2,chr12,-0.13846815,0.031484866,4.77345E-06,ARTTBL
ENSG00000160233.7,LRRC3,chr21,0.174080392,0.041474598,4.86615E-06,ARTTBL
ENSG00000124920.13,MYRF,chr11,0.198450767,0.046685681,4.937E-06,ARTTBL
ENSG00000169860.6,P2RY1,chr3,-0.166563806,0.039054722,4.94995E-06,ARTTBL
ENSG00000029363.16,BCLAF1,chr6,-0.039669107,0.009399903,4.95274E-06,ARTTBL
ENSG00000219626.8,FAM228B,chr2,-0.063371562,0.015280609,5.07958E-06,ARTTBL
ENSG00000274225.1,,chr21,0.25714109,0.060906845,5.10439E-06,ARTTBL
ENSG00000241978.9,AKAP2,chr9,0.060413773,0.014775926,5.4269E-06,ARTTBL
